TestID;Bars;FinishingType;Machine1;SelectedRule;Filmnumber;Description;Shape;LongFace;ShortFace;DifficultArtwork;Transparant
MF89712-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF89712;Tool 2900;Deksel rond;57,31;57,31;1;0
MF89712-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF89712;Tool 2900;Deksel rond;57,31;57,31;1;1
MF89712-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF89712;Tool 2900;Deksel rond;57,31;57,31;0;0
MF89712-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF89712;Tool 2900;Deksel rond;57,31;57,31;0;1
MF90259-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90259;2350 LID 1L  - 383;Deksel rond;124,6;124,6;1;0
MF90259-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90259;2350 LID 1L  - 383;Deksel rond;124,6;124,6;1;1
MF90259-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90259;2350 LID 1L  - 383;Deksel rond;124,6;124,6;0;0
MF90259-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90259;2350 LID 1L  - 383;Deksel rond;124,6;124,6;0;1
MF90276-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90276;2840 LID;Deksel rond;151;151;1;0
MF90276-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90276;2840 LID;Deksel rond;151;151;1;1
MF90276-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90276;2840 LID;Deksel rond;151;151;0;0
MF90276-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90276;2840 LID;Deksel rond;151;151;0;1
MF90334-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90334;CDO Lid 2.5L;Veelhoek/Trapezium/...;141,58;120,11;1;0
MF90334-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90334;CDO Lid 2.5L;Veelhoek/Trapezium/...;141,58;120,11;1;1
MF90334-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90334;CDO Lid 2.5L;Veelhoek/Trapezium/...;141,58;120,11;0;0
MF90334-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90334;CDO Lid 2.5L;Veelhoek/Trapezium/...;141,58;120,11;0;1
MF90362-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90362;M803/M697 koekjesdoos rond/bekeretiket;Deksel diverse;78;74;1;0
MF90362-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90362;M803/M697 koekjesdoos rond/bekeretiket;Deksel diverse;78;74;1;1
MF90362-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90362;M803/M697 koekjesdoos rond/bekeretiket;Deksel diverse;78;74;0;0
MF90362-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90362;M803/M697 koekjesdoos rond/bekeretiket;Deksel diverse;78;74;0;1
MF90363-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90363;D97;Deksel rond;97;97;1;0
MF90363-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90363;D97;Deksel rond;97;97;1;1
MF90363-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90363;D97;Deksel rond;97;97;0;0
MF90363-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90363;D97;Deksel rond;97;97;0;1
MF90421-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF90421;MF90421;Deksel rond;162;162;1;0
MF90421-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF90421;MF90421;Deksel rond;162;162;1;1
MF90421-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF90421;MF90421;Deksel rond;162;162;0;0
MF90421-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF90421;MF90421;Deksel rond;162;162;0;1
MF90429-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF90429;LID round 163,5mm - 2950 - 197 ESS LID;Deksel rond;163,5;163,5;1;0
MF90429-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF90429;LID round 163,5mm - 2950 - 197 ESS LID;Deksel rond;163,5;163,5;1;1
MF90429-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF90429;LID round 163,5mm - 2950 - 197 ESS LID;Deksel rond;163,5;163,5;0;0
MF90429-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF90429;LID round 163,5mm - 2950 - 197 ESS LID;Deksel rond;163,5;163,5;0;1
MF90530-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF90530;5099 BASE;Banderole ronde pot;264;66;1;0
MF90530-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF90530;5099 BASE;Banderole ronde pot;264;66;1;1
MF90530-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF90530;5099 BASE;Banderole ronde pot;264;66;0;0
MF90530-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF90530;5099 BASE;Banderole ronde pot;264;66;0;1
MF90649-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90649;2555;Deksel ovaal;127,86;76,97;1;0
MF90649-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90649;2555;Deksel ovaal;127,86;76,97;1;1
MF90649-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90649;2555;Deksel ovaal;127,86;76,97;0;0
MF90649-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90649;2555;Deksel ovaal;127,86;76,97;0;1
MF90880-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90880;2561 lid;Deksel diverse;108,3;75,98;1;0
MF90880-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90880;2561 lid;Deksel diverse;108,3;75,98;1;1
MF90880-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90880;2561 lid;Deksel diverse;108,3;75,98;0;0
MF90880-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF90880;2561 lid;Deksel diverse;108,3;75,98;0;1
MF90882-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90882;2575 LID;Deksel ovaal;74,96;74,46;1;0
MF90882-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90882;2575 LID;Deksel ovaal;74,96;74,46;1;1
MF90882-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90882;2575 LID;Deksel ovaal;74,96;74,46;0;0
MF90882-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF90882;2575 LID;Deksel ovaal;74,96;74,46;0;1
MF90931-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90931;MF90931 - OPR 401 zonder lipje;Deksel ovaal;137;77;1;0
MF90931-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90931;MF90931 - OPR 401 zonder lipje;Deksel ovaal;137;77;1;1
MF90931-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90931;MF90931 - OPR 401 zonder lipje;Deksel ovaal;137;77;0;0
MF90931-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF90931;MF90931 - OPR 401 zonder lipje;Deksel ovaal;137;77;0;1
MF90960-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF90960;MF90960 - 5561 base;Banderole rechthoekige pot;363,04;109,84;1;0
MF90960-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF90960;MF90960 - 5561 base;Banderole rechthoekige pot;363,04;109,84;1;1
MF90960-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF90960;MF90960 - 5561 base;Banderole rechthoekige pot;363,04;109,84;0;0
MF90960-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF90960;MF90960 - 5561 base;Banderole rechthoekige pot;363,04;109,84;0;1
MF91067-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF91067;MF91067 - Deksel 500-600g - RPC Bramlage NL;Veelhoek/Trapezium/...;118;71;1;0
MF91067-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF91067;MF91067 - Deksel 500-600g - RPC Bramlage NL;Veelhoek/Trapezium/...;118;71;1;1
MF91067-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF91067;MF91067 - Deksel 500-600g - RPC Bramlage NL;Veelhoek/Trapezium/...;118;71;0;0
MF91067-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF91067;MF91067 - Deksel 500-600g - RPC Bramlage NL;Veelhoek/Trapezium/...;118;71;0;1
MF91070-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91070;Unibond deksel 1000 ml;Veelhoek/Trapezium/...;152;92;1;0
MF91070-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91070;Unibond deksel 1000 ml;Veelhoek/Trapezium/...;152;92;1;1
MF91070-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91070;Unibond deksel 1000 ml;Veelhoek/Trapezium/...;152;92;0;0
MF91070-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91070;Unibond deksel 1000 ml;Veelhoek/Trapezium/...;152;92;0;1
MF91179-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF91179;Lid plain - Unilever;Deksel ovaal;184,6;118,5;1;0
MF91179-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF91179;Lid plain - Unilever;Deksel ovaal;184,6;118,5;1;1
MF91179-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF91179;Lid plain - Unilever;Deksel ovaal;184,6;118,5;0;0
MF91179-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF91179;Lid plain - Unilever;Deksel ovaal;184,6;118,5;0;1
MF91316-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF91316;200gr KVP LID;Deksel ovaal;94;63,1;1;0
MF91316-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF91316;200gr KVP LID;Deksel ovaal;94;63,1;1;1
MF91316-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF91316;200gr KVP LID;Deksel ovaal;94;63,1;0;0
MF91316-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF91316;200gr KVP LID;Deksel ovaal;94;63,1;0;1
MF91317-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF91317;KVP BEKER;Driezijdig;135,1;93,2;1;0
MF91317-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF91317;KVP BEKER;Driezijdig;135,1;93,2;1;1
MF91317-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF91317;KVP BEKER;Driezijdig;135,1;93,2;0;0
MF91317-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF91317;KVP BEKER;Driezijdig;135,1;93,2;0;1
MF91364-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF91364;Toscana 1L - Tub 5sided;Vijfzijdig;261,5;214;1;0
MF91364-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF91364;Toscana 1L - Tub 5sided;Vijfzijdig;261,5;214;1;1
MF91364-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF91364;Toscana 1L - Tub 5sided;Vijfzijdig;261,5;214;0;0
MF91364-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF91364;Toscana 1L - Tub 5sided;Vijfzijdig;261,5;214;0;1
MF91444-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91444;OPR 250G MET TREKLIPJE;Deksel diverse;146,45;79,08;1;0
MF91444-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91444;OPR 250G MET TREKLIPJE;Deksel diverse;146,45;79,08;1;1
MF91444-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91444;OPR 250G MET TREKLIPJE;Deksel diverse;146,45;79,08;0;0
MF91444-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91444;OPR 250G MET TREKLIPJE;Deksel diverse;146,45;79,08;0;1
MF91574-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91574;LID 0.5L UNILEVER;Deksel ovaal;136,82;78,88;1;0
MF91574-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91574;LID 0.5L UNILEVER;Deksel ovaal;136,82;78,88;1;1
MF91574-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91574;LID 0.5L UNILEVER;Deksel ovaal;136,82;78,88;0;0
MF91574-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF91574;LID 0.5L UNILEVER;Deksel ovaal;136,82;78,88;0;1
MF91853-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF91853;5022 BASE;Banderole ronde pot;335,5;107;1;0
MF91853-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF91853;5022 BASE;Banderole ronde pot;335,5;107;1;1
MF91853-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF91853;5022 BASE;Banderole ronde pot;335,5;107;0;0
MF91853-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF91853;5022 BASE;Banderole ronde pot;335,5;107;0;1
MF91960-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF91960;5010 BASE;Banderole ronde pot;266,5;63;1;0
MF91960-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF91960;5010 BASE;Banderole ronde pot;266,5;63;1;1
MF91960-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF91960;5010 BASE;Banderole ronde pot;266,5;63;0;0
MF91960-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF91960;5010 BASE;Banderole ronde pot;266,5;63;0;1
MF92001-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF92001;5097 BASE;Banderole ronde pot;267,11;52,1;1;0
MF92001-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF92001;5097 BASE;Banderole ronde pot;267,11;52,1;1;1
MF92001-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF92001;5097 BASE;Banderole ronde pot;267,11;52,1;0;0
MF92001-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF92001;5097 BASE;Banderole ronde pot;267,11;52,1;0;1
MF92044-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92044;2562 lid;Deksel ovaal;115,59;83,27;1;0
MF92044-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92044;2562 lid;Deksel ovaal;115,59;83,27;1;1
MF92044-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92044;2562 lid;Deksel ovaal;115,59;83,27;0;0
MF92044-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92044;2562 lid;Deksel ovaal;115,59;83,27;0;1
MF92213-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92213;Herta D87.2/ 8201 / 2929 / 8595;Deksel rond;87;87;1;0
MF92213-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92213;Herta D87.2/ 8201 / 2929 / 8595;Deksel rond;87;87;1;1
MF92213-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92213;Herta D87.2/ 8201 / 2929 / 8595;Deksel rond;87;87;0;0
MF92213-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92213;Herta D87.2/ 8201 / 2929 / 8595;Deksel rond;87;87;0;1
MF92217-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92217;8211;Vijfzijdig;86,4;86,4;1;0
MF92217-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92217;8211;Vijfzijdig;86,4;86,4;1;1
MF92217-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92217;8211;Vijfzijdig;86,4;86,4;0;0
MF92217-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF92217;8211;Vijfzijdig;86,4;86,4;0;1
MF92221-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92221;Round lid Ø109,50 mm;Deksel rond;109,5;109,5;1;0
MF92221-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92221;Round lid Ø109,50 mm;Deksel rond;109,5;109,5;1;1
MF92221-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92221;Round lid Ø109,50 mm;Deksel rond;109,5;109,5;0;0
MF92221-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92221;Round lid Ø109,50 mm;Deksel rond;109,5;109,5;0;1
MF92225-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92225;8212 CUP;Vijfzijdig;109,86;109,86;1;0
MF92225-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92225;8212 CUP;Vijfzijdig;109,86;109,86;1;1
MF92225-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92225;8212 CUP;Vijfzijdig;109,86;109,86;0;0
MF92225-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92225;8212 CUP;Vijfzijdig;109,86;109,86;0;1
MF92292-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF92292;Tool 729;Deksel ovaal;269;173,85;1;0
MF92292-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF92292;Tool 729;Deksel ovaal;269;173,85;1;1
MF92292-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF92292;Tool 729;Deksel ovaal;269;173,85;0;0
MF92292-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF92292;Tool 729;Deksel ovaal;269;173,85;0;1
MF92294-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF92294;759/6759 - 2.5L;Deksel ovaal;212,55;132,64;1;0
MF92294-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF92294;759/6759 - 2.5L;Deksel ovaal;212,55;132,64;1;1
MF92294-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF92294;759/6759 - 2.5L;Deksel ovaal;212,55;132,64;0;0
MF92294-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF92294;759/6759 - 2.5L;Deksel ovaal;212,55;132,64;0;1
MF92547-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;23;MF92547;5102 BASE;Banderole ronde pot;193,5;56;1;0
MF92547-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF92547;5102 BASE;Banderole ronde pot;193,5;56;1;1
MF92547-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;25;MF92547;5102 BASE;Banderole ronde pot;193,5;56;0;0
MF92547-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF92547;5102 BASE;Banderole ronde pot;193,5;56;0;1
MF92566-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF92566;Lid eurotub 500g;Deksel rechthoekig;128,5;77,8;1;0
MF92566-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF92566;Lid eurotub 500g;Deksel rechthoekig;128,5;77,8;1;1
MF92566-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF92566;Lid eurotub 500g;Deksel rechthoekig;128,5;77,8;0;0
MF92566-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF92566;Lid eurotub 500g;Deksel rechthoekig;128,5;77,8;0;1
MF92730-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92730;MF92730;Deksel rond;116,5;116,5;1;0
MF92730-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92730;MF92730;Deksel rond;116,5;116,5;1;1
MF92730-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92730;MF92730;Deksel rond;116,5;116,5;0;0
MF92730-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF92730;MF92730;Deksel rond;116,5;116,5;0;1
MF93053-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF93053;ROQUEFORT CAVE SAVEUR;Meerzijdig;167,45;113,5;1;0
MF93053-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93053;ROQUEFORT CAVE SAVEUR;Meerzijdig;167,45;113,5;1;1
MF93053-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF93053;ROQUEFORT CAVE SAVEUR;Meerzijdig;167,45;113,5;0;0
MF93053-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93053;ROQUEFORT CAVE SAVEUR;Meerzijdig;167,45;113,5;0;1
MF93260-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93260;133 - 626 LID;Deksel rond;111,74;111,74;1;0
MF93260-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93260;133 - 626 LID;Deksel rond;111,74;111,74;1;1
MF93260-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93260;133 - 626 LID;Deksel rond;111,74;111,74;0;0
MF93260-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93260;133 - 626 LID;Deksel rond;111,74;111,74;0;1
MF93440-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93440;2560 LID;Deksel rechthoekig;120,21;87,88;1;0
MF93440-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93440;2560 LID;Deksel rechthoekig;120,21;87,88;1;1
MF93440-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93440;2560 LID;Deksel rechthoekig;120,21;87,88;0;0
MF93440-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93440;2560 LID;Deksel rechthoekig;120,21;87,88;0;1
MF93613-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF93613;721 - Rectangular lid;Deksel ovaal;201;130;1;0
MF93613-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF93613;721 - Rectangular lid;Deksel ovaal;201;130;1;1
MF93613-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF93613;721 - Rectangular lid;Deksel ovaal;201;130;0;0
MF93613-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF93613;721 - Rectangular lid;Deksel ovaal;201;130;0;1
MF93626-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF93626;1026;Veelhoek/Trapezium/...;170,34;121,07;1;0
MF93626-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93626;1026;Veelhoek/Trapezium/...;170,34;121,07;1;1
MF93626-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF93626;1026;Veelhoek/Trapezium/...;170,34;121,07;0;0
MF93626-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93626;1026;Veelhoek/Trapezium/...;170,34;121,07;0;1
MF93643-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93643;glorix lid;Deksel rechthoekig;125;70;1;0
MF93643-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93643;glorix lid;Deksel rechthoekig;125;70;1;1
MF93643-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93643;glorix lid;Deksel rechthoekig;125;70;0;0
MF93643-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93643;glorix lid;Deksel rechthoekig;125;70;0;1
MF93698-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF93698;382 LID;Deksel rond;130;130;1;0
MF93698-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF93698;382 LID;Deksel rond;130;130;1;1
MF93698-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF93698;382 LID;Deksel rond;130;130;0;0
MF93698-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF93698;382 LID;Deksel rond;130;130;0;1
MF93717-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF93717;AP 2A04 - Lid Anna's;Deksel rond;162,6;162,6;1;0
MF93717-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93717;AP 2A04 - Lid Anna's;Deksel rond;162,6;162,6;1;1
MF93717-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF93717;AP 2A04 - Lid Anna's;Deksel rond;162,6;162,6;0;0
MF93717-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF93717;AP 2A04 - Lid Anna's;Deksel rond;162,6;162,6;0;1
MF93750-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF93750;BAK&BRAAD 400ML;Veelhoek/Trapezium/...;110;50;1;0
